e-implcit-target,e-persona-you,baseline,e-persona-human,e-implcit-target-e-persona-human,e-implcit-target-e-persona-you,TextFoolerJin2019
,,,,,,"{'distance': 0.09888059701492535, 'evidence_accuracy': 0.6996268656716418, 'evidence_precision': 0.22641509433962265, 'evidence_recall': 0.09090909090909091, 'evidence_f1': 0.12972972972972974, 'similarity_metrics': np.float32(0.8098671), 'contradiction': 0.10767428576946259}"
"{'distance': 0.2761904761904762, 'evidence_accuracy': 0.7267857142857143, 'evidence_precision': 0.36384976525821594, 'evidence_recall': 0.8157894736842105, 'evidence_f1': 0.5032467532467533, 'similarity_metrics': np.float32(0.9404914), 'contradiction': 0.9661780595779419}",,,,,,"{'distance': 0.010714285714285676, 'evidence_accuracy': 0.825, 'evidence_precision': 0.25, 'evidence_recall': 0.015789473684210527, 'evidence_f1': 0.029702970297029705, 'similarity_metrics': np.float32(0.9535979), 'contradiction': 0.20169182121753693}"
,,,,,,"{'distance': 0.18594594594594593, 'evidence_accuracy': 0.7632432432432432, 'evidence_precision': 0.06395348837209303, 'evidence_recall': 0.15942028985507245, 'evidence_f1': 0.0912863070539419, 'similarity_metrics': np.float32(0.86911225), 'contradiction': 0.11951170116662979}"
,,,,,,
,,,,,,"{'distance': 0.04458598726114649, 'evidence_accuracy': 0.7770700636942676, 'evidence_precision': 0.2, 'evidence_recall': 0.045454545454545456, 'evidence_f1': 0.07407407407407407, 'similarity_metrics': np.float32(0.9417528), 'contradiction': 0.18221929669380188}"
,"{'distance': 0.5930232558139534, 'evidence_accuracy': 0.22127659574468084, 'evidence_precision': 0.1661631419939577, 'evidence_recall': 0.3793103448275862, 'evidence_f1': 0.23109243697478993, 'similarity_metrics': np.float32(0.96422935), 'contradiction': 0.012418536469340324}",,,,,"{'distance': 0.03829787234042559, 'evidence_accuracy': 0.6702127659574468, 'evidence_precision': 0.2222222222222222, 'evidence_recall': 0.027586206896551724, 'evidence_f1': 0.04907975460122699, 'similarity_metrics': np.float32(0.9857657), 'contradiction': 0.05311236530542374}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.1331096196868009, 'evidence_accuracy': 0.7181208053691275, 'evidence_precision': 0.15966386554621848, 'evidence_recall': 0.1111111111111111, 'evidence_f1': 0.13103448275862067, 'similarity_metrics': np.float32(0.95396626), 'contradiction': 0.035221636295318604}"
,"{'distance': 0.4122137404580153, 'evidence_accuracy': 0.4468690702087287, 'evidence_precision': 0.07884615384615384, 'evidence_recall': 0.2827586206896552, 'evidence_f1': 0.12330827067669173, 'similarity_metrics': np.float32(0.94429845), 'contradiction': 0.3446060121059418}",,,,"{'distance': 0.248, 'evidence_accuracy': 0.6337760910815939, 'evidence_precision': 0.15472779369627507, 'evidence_recall': 0.3724137931034483, 'evidence_f1': 0.21862348178137653, 'similarity_metrics': np.float32(0.9214114), 'contradiction': 0.46038541197776794}","{'distance': 0.01992409867172673, 'evidence_accuracy': 0.8519924098671727, 'evidence_precision': 0.23809523809523808, 'evidence_recall': 0.034482758620689655, 'evidence_f1': 0.06024096385542168, 'similarity_metrics': np.float32(0.9904065), 'contradiction': 0.231648787856102}"
,,,,,,
,,,,,,
,,,"{'distance': 0.453971119133574, 'evidence_accuracy': 0.44650499286733236, 'evidence_precision': 0.18569636135508155, 'evidence_recall': 0.5381818181818182, 'evidence_f1': 0.2761194029850746, 'similarity_metrics': np.float32(0.666446), 'contradiction': 0.6072025299072266}",,,"{'distance': 0.007132667617689048, 'evidence_accuracy': 0.7995720399429387, 'evidence_precision': 0.2, 'evidence_recall': 0.007272727272727273, 'evidence_f1': 0.014035087719298246, 'similarity_metrics': np.float32(0.96929264), 'contradiction': 0.06941533088684082}"
,,,,,,"{'distance': 0.007566204287515754, 'evidence_accuracy': 0.7061790668348046, 'evidence_precision': 0.3333333333333333, 'evidence_recall': 0.008658008658008658, 'evidence_f1': 0.01687763713080169, 'similarity_metrics': np.float32(0.99715555), 'contradiction': 0.008754980750381947}"
,,,,,,"{'distance': 0.049004594180704464, 'evidence_accuracy': 0.7534456355283308, 'evidence_precision': 0.3125, 'evidence_recall': 0.06711409395973154, 'evidence_f1': 0.11049723756906077, 'similarity_metrics': np.float32(0.89120615), 'contradiction': 0.1735372394323349}"
,,,,,,
,,,,,,
,,,,,,
,,,,,,"{'distance': 0.02821997105643992, 'evidence_accuracy': 0.8393632416787264, 'evidence_precision': 0.3076923076923077, 'evidence_recall': 0.057971014492753624, 'evidence_f1': 0.0975609756097561, 'similarity_metrics': np.float32(0.797078), 'contradiction': 0.07861535251140594}"
,,,,,,
,,,,,,"{'distance': 0.02619692863595302, 'evidence_accuracy': 0.7488708220415538, 'evidence_precision': 0.13793103448275862, 'evidence_recall': 0.01556420233463035, 'evidence_f1': 0.027972027972027972, 'similarity_metrics': np.float32(0.9884019), 'contradiction': 0.28258320689201355}"
"{'distance': 0.9319470699432892, 'evidence_accuracy': 0.6192170818505338, 'evidence_precision': 0.6615969581749049, 'evidence_recall': 0.90625, 'evidence_f1': 0.7648351648351648, 'similarity_metrics': np.float32(0.92055225), 'contradiction': 0.9720793962478638}","{'distance': 1.0, 'evidence_accuracy': 0.6832740213523132, 'evidence_precision': 0.6832740213523132, 'evidence_recall': 1.0, 'evidence_f1': 0.8118393234672304, 'similarity_metrics': np.float32(0.089922145), 'contradiction': 0.14672094583511353}","{'distance': 0.4606299212598425, 'evidence_accuracy': 0.498220640569395, 'evidence_precision': 0.6758620689655173, 'evidence_recall': 0.5104166666666666, 'evidence_f1': 0.5816023738872403, 'similarity_metrics': np.float32(0.9711608), 'contradiction': 0.8758506774902344}","{'distance': 1.0, 'evidence_accuracy': 0.6832740213523132, 'evidence_precision': 0.6832740213523132, 'evidence_recall': 1.0, 'evidence_f1': 0.8118393234672304, 'similarity_metrics': np.float32(0.089922145), 'contradiction': 0.14672094583511353}","{'distance': 0.32183908045977017, 'evidence_accuracy': 0.4234875444839858, 'evidence_precision': 0.6442307692307693, 'evidence_recall': 0.3489583333333333, 'evidence_f1': 0.4527027027027027, 'similarity_metrics': np.float32(0.9903408), 'contradiction': 0.03290047124028206}","{'distance': 0.47307692307692306, 'evidence_accuracy': 0.4875444839857651, 'evidence_precision': 0.6689655172413793, 'evidence_recall': 0.5025906735751295, 'evidence_f1': 0.5739644970414202, 'similarity_metrics': np.float32(0.92942196), 'contradiction': 0.981477677822113}","{'distance': 0.007117437722419906, 'evidence_accuracy': 0.3167259786476868, 'evidence_precision': 0.5, 'evidence_recall': 0.005208333333333333, 'evidence_f1': 0.010309278350515462, 'similarity_metrics': np.float32(0.99814993), 'contradiction': 0.024580148980021477}"
,,,,,,"{'distance': 0.12092130518234168, 'evidence_accuracy': 0.6928982725527831, 'evidence_precision': 0.49206349206349204, 'evidence_recall': 0.1949685534591195, 'evidence_f1': 0.2792792792792793, 'similarity_metrics': np.float32(0.9900583), 'contradiction': 0.004945508670061827}"
,,,,,,"{'distance': 0.052350427350427386, 'evidence_accuracy': 0.7158119658119658, 'evidence_precision': 0.4897959183673469, 'evidence_recall': 0.09056603773584905, 'evidence_f1': 0.15286624203821655, 'similarity_metrics': np.float32(0.8159348), 'contradiction': 0.010340857319533825}"
,"{'distance': 0.9382940108892922, 'evidence_accuracy': 0.2851365015166835, 'evidence_precision': 0.27853403141361255, 'evidence_recall': 0.9366197183098591, 'evidence_f1': 0.4293785310734463, 'similarity_metrics': np.float32(0.43811888), 'contradiction': 0.018747657537460327}",,,,,"{'distance': 0.05257836198179977, 'evidence_accuracy': 0.6845298281092013, 'evidence_precision': 0.23076923076923078, 'evidence_recall': 0.04225352112676056, 'evidence_f1': 0.07142857142857142, 'similarity_metrics': np.float32(0.87110716), 'contradiction': 0.23558054864406586}"
"{'distance': 0.538788522848034, 'evidence_accuracy': 0.41605839416058393, 'evidence_precision': 0.20783132530120482, 'evidence_recall': 0.5476190476190477, 'evidence_f1': 0.3013100436681223, 'similarity_metrics': np.float32(0.9686177), 'contradiction': 0.8200604319572449}","{'distance': 1.0, 'evidence_accuracy': 0.22992700729927007, 'evidence_precision': 0.22992700729927007, 'evidence_recall': 1.0, 'evidence_f1': 0.37388724035608306, 'similarity_metrics': np.float32(0.14595893), 'contradiction': 0.3229122757911682}","{'distance': 0.6239717978848414, 'evidence_accuracy': 0.3886861313868613, 'evidence_precision': 0.23273657289002558, 'evidence_recall': 0.7222222222222222, 'evidence_f1': 0.3520309477756286, 'similarity_metrics': np.float32(0.9506906), 'contradiction': 0.8647257685661316}","{'distance': 1.0, 'evidence_accuracy': 0.22992700729927007, 'evidence_precision': 0.22992700729927007, 'evidence_recall': 1.0, 'evidence_f1': 0.37388724035608306, 'similarity_metrics': np.float32(0.14595893), 'contradiction': 0.3229122757911682}","{'distance': 0.6465863453815262, 'evidence_accuracy': 0.3029197080291971, 'evidence_precision': 0.19230769230769232, 'evidence_recall': 0.6349206349206349, 'evidence_f1': 0.2952029520295203, 'similarity_metrics': np.float32(0.84136915), 'contradiction': 0.9187688827514648}","{'distance': 0.15406162464985995, 'evidence_accuracy': 0.7591240875912408, 'evidence_precision': 0.46875, 'evidence_recall': 0.35714285714285715, 'evidence_f1': 0.40540540540540543, 'similarity_metrics': np.float32(0.9645701), 'contradiction': 0.879652738571167}","{'distance': 0.0018248175182481452, 'evidence_accuracy': 0.7682481751824818, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(1.0), 'contradiction': 0.008844594471156597}"
"{'distance': 0.17625231910946193, 'evidence_accuracy': 0.7017341040462428, 'evidence_precision': 0.14, 'evidence_recall': 0.24561403508771928, 'evidence_f1': 0.17834394904458598, 'similarity_metrics': np.float32(0.9399456), 'contradiction': 0.05618773773312569}",,,,"{'distance': 0.23048555623847578, 'evidence_accuracy': 0.6566473988439306, 'evidence_precision': 0.11715481171548117, 'evidence_recall': 0.24561403508771928, 'evidence_f1': 0.1586402266288952, 'similarity_metrics': np.float32(0.82712245), 'contradiction': 0.5069718956947327}","{'distance': 0.1604179471419791, 'evidence_accuracy': 0.7213872832369942, 'evidence_precision': 0.15300546448087432, 'evidence_recall': 0.24561403508771928, 'evidence_f1': 0.18855218855218855, 'similarity_metrics': np.float32(0.98741794), 'contradiction': 0.5464043021202087}","{'distance': 0.0011560693641619046, 'evidence_accuracy': 0.8670520231213873, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9473924), 'contradiction': 0.0074930861592292786}"
,"{'distance': 0.8682926829268293, 'evidence_accuracy': 0.3173216885007278, 'evidence_precision': 0.29541864139020535, 'evidence_recall': 0.8904761904761904, 'evidence_f1': 0.44365361803084225, 'similarity_metrics': np.float32(0.84330666), 'contradiction': 0.8417830467224121}","{'distance': 0.8823529411764706, 'evidence_accuracy': 0.31149927219796214, 'evidence_precision': 0.29356357927786497, 'evidence_recall': 0.8904761904761904, 'evidence_f1': 0.4415584415584415, 'similarity_metrics': np.float32(0.7949418), 'contradiction': 0.4984755516052246}","{'distance': 0.8682926829268293, 'evidence_accuracy': 0.3173216885007278, 'evidence_precision': 0.29541864139020535, 'evidence_recall': 0.8904761904761904, 'evidence_f1': 0.44365361803084225, 'similarity_metrics': np.float32(0.84330666), 'contradiction': 0.8417830467224121}",,,"{'distance': 0.05676855895196509, 'evidence_accuracy': 0.6899563318777293, 'evidence_precision': 0.46153846153846156, 'evidence_recall': 0.08571428571428572, 'evidence_f1': 0.14457831325301204, 'similarity_metrics': np.float32(0.7463025), 'contradiction': 0.04226421192288399}"
,,,,,"{'distance': 0.9704142011834319, 'evidence_accuracy': 0.23275862068965517, 'evidence_precision': 0.2267250821467689, 'evidence_recall': 0.971830985915493, 'evidence_f1': 0.36767317939609234, 'similarity_metrics': np.float32(0.47039738), 'contradiction': 0.02326669916510582}","{'distance': 0.17780172413793105, 'evidence_accuracy': 0.6853448275862069, 'evidence_precision': 0.2606060606060606, 'evidence_recall': 0.20187793427230047, 'evidence_f1': 0.2275132275132275, 'similarity_metrics': np.float32(0.8534439), 'contradiction': 0.07384682446718216}"
,,,"{'distance': 0.4156378600823045, 'evidence_accuracy': 0.45043731778425655, 'evidence_precision': 0.24169184290030213, 'evidence_recall': 0.3883495145631068, 'evidence_f1': 0.297951582867784, 'similarity_metrics': np.float32(0.9913151), 'contradiction': 0.1885780245065689}",,,
,,,,,,
,"{'distance': 0.9927166788055353, 'evidence_accuracy': 0.4390602055800294, 'evidence_precision': 0.4392041267501842, 'evidence_recall': 0.994991652754591, 'evidence_f1': 0.6094069529652352, 'similarity_metrics': np.float32(0.4115634), 'contradiction': 0.3558007478713989}",,,,,
,,,,,,"{'distance': 0.0429184549356223, 'evidence_accuracy': 0.7467811158798283, 'evidence_precision': 0.5, 'evidence_recall': 0.0847457627118644, 'evidence_f1': 0.14492753623188406, 'similarity_metrics': np.float32(0.8303674), 'contradiction': 0.14901390671730042}"
,"{'distance': 0.4064375340971086, 'evidence_accuracy': 0.4553314121037464, 'evidence_precision': 0.21713147410358566, 'evidence_recall': 0.38515901060070673, 'evidence_f1': 0.27770700636942675, 'similarity_metrics': np.float32(0.901218), 'contradiction': 0.0329727828502655}","{'distance': 0.4593679458239278, 'evidence_accuracy': 0.4159462055715658, 'evidence_precision': 0.21201413427561838, 'evidence_recall': 0.425531914893617, 'evidence_f1': 0.2830188679245283, 'similarity_metrics': np.float32(0.90030015), 'contradiction': 0.24259348213672638}",,,,"{'distance': 0.06724303554274735, 'evidence_accuracy': 0.7329490874159462, 'evidence_precision': 0.5285714285714286, 'evidence_recall': 0.13120567375886524, 'evidence_f1': 0.2102272727272727, 'similarity_metrics': np.float32(0.992072), 'contradiction': 0.017408018931746483}"
,,,,,,"{'distance': 0.041980624327233595, 'evidence_accuracy': 0.7524219590958019, 'evidence_precision': 0.20512820512820512, 'evidence_recall': 0.03864734299516908, 'evidence_f1': 0.06504065040650406, 'similarity_metrics': np.float32(0.9334681), 'contradiction': 0.0893486961722374}"
,,,,,,"{'distance': 0.004208754208754217, 'evidence_accuracy': 0.8838383838383839, 'evidence_precision': 0.0, 'evidence_recall': 0.0, 'evidence_f1': 0, 'similarity_metrics': np.float32(0.9816379), 'contradiction': 0.07255510240793228}"
,,,,,,"{'distance': 0.040166204986149534, 'evidence_accuracy': 0.7977839335180056, 'evidence_precision': 0.27586206896551724, 'evidence_recall': 0.06015037593984962, 'evidence_f1': 0.09876543209876543, 'similarity_metrics': np.float32(0.89591706), 'contradiction': 0.1478462964296341}"
,,,,,,"{'distance': 0.014311270125223596, 'evidence_accuracy': 0.6893261776982708, 'evidence_precision': 0.6666666666666666, 'evidence_recall': 0.030245746691871456, 'evidence_f1': 0.057866184448462935, 'similarity_metrics': np.float32(0.9870892), 'contradiction': 0.007546891458332539}"
,,,,,,
,,,,,,
"{'distance': 0.2724968314321926, 'evidence_accuracy': 0.5432801822323462, 'evidence_precision': 0.5672131147540984, 'evidence_recall': 0.3914027149321267, 'evidence_f1': 0.463186077643909, 'similarity_metrics': np.float32(0.9342325), 'contradiction': 0.976413905620575}","{'distance': 1.0, 'evidence_accuracy': 0.5034168564920274, 'evidence_precision': 0.5034168564920274, 'evidence_recall': 1.0, 'evidence_f1': 0.6696969696969698, 'similarity_metrics': np.float32(0.12384848), 'contradiction': 0.4560275077819824}","{'distance': 0.4438738077769626, 'evidence_accuracy': 0.7027334851936219, 'evidence_precision': 0.6813627254509018, 'evidence_recall': 0.7692307692307693, 'evidence_f1': 0.722635494155154, 'similarity_metrics': np.float32(0.9347066), 'contradiction': 0.9584531188011169}","{'distance': 1.0, 'evidence_accuracy': 0.5034168564920274, 'evidence_precision': 0.5034168564920274, 'evidence_recall': 1.0, 'evidence_f1': 0.6696969696969698, 'similarity_metrics': np.float32(0.12384848), 'contradiction': 0.4560275077819824}","{'distance': 0.395778364116095, 'evidence_accuracy': 0.4305239179954442, 'evidence_precision': 0.431924882629108, 'evidence_recall': 0.416289592760181, 'evidence_f1': 0.423963133640553, 'similarity_metrics': np.float32(0.7753159), 'contradiction': 0.9350674748420715}","{'distance': 0.17618761274804573, 'evidence_accuracy': 0.5227790432801822, 'evidence_precision': 0.5595854922279793, 'evidence_recall': 0.24434389140271492, 'evidence_f1': 0.34015748031496057, 'similarity_metrics': np.float32(0.9363588), 'contradiction': 0.9759945869445801}","{'distance': 0.001138952164009166, 'evidence_accuracy': 0.4977220956719818, 'evidence_precision': 1.0, 'evidence_recall': 0.0022624434389140274, 'evidence_f1': 0.004514672686230249, 'similarity_metrics': np.float32(0.99999994), 'contradiction': 0.006720656529068947}"
,,,,,,"{'distance': 0.0802139037433155, 'evidence_accuracy': 0.7887700534759359, 'evidence_precision': 0.16666666666666666, 'evidence_recall': 0.0847457627118644, 'evidence_f1': 0.11235955056179776, 'similarity_metrics': np.float32(0.93005645), 'contradiction': 0.03730810433626175}"
,,,,,,"{'distance': 0.018047579983593076, 'evidence_accuracy': 0.8515176374077112, 'evidence_precision': 0.22727272727272727, 'evidence_recall': 0.029585798816568046, 'evidence_f1': 0.05235602094240837, 'similarity_metrics': np.float32(0.80832076), 'contradiction': 0.006152153480798006}"
,,,,,,
"{'distance': 0.21923076923076923, 'evidence_accuracy': 0.7308684436801376, 'evidence_precision': 0.1954674220963173, 'evidence_recall': 0.7040816326530612, 'evidence_f1': 0.30598669623059865, 'similarity_metrics': np.float32(0.91540915), 'contradiction': 0.5659719109535217}","{'distance': 1.0, 'evidence_accuracy': 0.08426483233018056, 'evidence_precision': 0.08426483233018056, 'evidence_recall': 1.0, 'evidence_f1': 0.15543219666931007, 'similarity_metrics': np.float32(0.03710573), 'contradiction': 0.0900673046708107}","{'distance': 0.8290196078431372, 'evidence_accuracy': 0.17454858125537404, 'evidence_precision': 0.09108159392789374, 'evidence_recall': 0.9795918367346939, 'evidence_f1': 0.16666666666666669, 'similarity_metrics': np.float32(0.8563143), 'contradiction': 0.03655392676591873}","{'distance': 1.0, 'evidence_accuracy': 0.08426483233018056, 'evidence_precision': 0.08426483233018056, 'evidence_recall': 1.0, 'evidence_f1': 0.15543219666931007, 'similarity_metrics': np.float32(0.03710573), 'contradiction': 0.0900673046708107}","{'distance': 0.9982817869415808, 'evidence_accuracy': 0.08512467755803955, 'evidence_precision': 0.08433734939759036, 'evidence_recall': 1.0, 'evidence_f1': 0.15555555555555556, 'similarity_metrics': np.float32(0.4885471), 'contradiction': 0.38126638531684875}","{'distance': 0.9982817869415808, 'evidence_accuracy': 0.08512467755803955, 'evidence_precision': 0.08433734939759036, 'evidence_recall': 1.0, 'evidence_f1': 0.15555555555555556, 'similarity_metrics': np.float32(0.4885471), 'contradiction': 0.38126638531684875}","{'distance': 0.012897678417884806, 'evidence_accuracy': 0.9062768701633706, 'evidence_precision': 0.13333333333333333, 'evidence_recall': 0.02040816326530612, 'evidence_f1': 0.035398230088495575, 'similarity_metrics': np.float32(0.86284065), 'contradiction': 0.09936082363128662}"
